TransID,CustID,TransTotal,TransNumItems,TransDesc
953,78,1200.29,12,QZQzhbABoRcuCDiSJnybW
954,58,293.57,2,JgetzTkkIXBaNAKsKDoJghOw
955,87,1863.22,6,uTCLTnwSPmSryNvVVKRHNfMHKVDJGuj
956,164,247.53,1,LOUrsGUMJfoufqYIOlfeOEsIy
957,118,449.09,13,uVgqDUzsLcVaOrWYmWlXrfznY
958,34,1316.25,11,qMBCpbdMcsjanQVMbMjaqkZuolkcMhwKyAntyxbrxvLtABpJr
959,181,435.62,5,svZcsTCpZUEQRyhbPOdHNVxcXBfdRUBYXnQHaZgvVq
960,80,462.12,11,iTaXIGTZJRjjHxxkDmBOMPcI
961,11,1871.22,14,vghyvJCXaWfUBvghFggjJYJOlDWEtcJ
962,75,786.27,13,pBguaWMKJKcilDMReqDrfPaCewGkgDFqxf
963,88,1366.59,1,QRImrwVtVTEKYeWTtTsTroQth
964,15,1608.62,14,gtRDlZYXHNwrjwZvEoYlfsZVlrIEDrYKpULlkZWhFwMT
965,7,612.36,8,pebMsGkPkzuGQCeEhzzKuZWkVtwmDMIoieSxj
966,141,584.88,14,awtHGNEozDqtzRVtfKQJLzkgPyeTvpWMiKHExTBmsEZoPZjYSf
967,125,607.19,8,ElwUAxoEzJTXhJCNhuJbA
968,86,743.37,7,CUFgVREzxrfkgVOkcrcBIwyUGXbhURwVHEGsCGWaHNaB
969,19,1585.7,7,OyoLmJyuWZBaVqUeTzlj
970,131,51.71,8,uFlhJafPsSphViRWgwmgaPvKCjrvqSqjadkdHnCyi
971,45,1022.36,3,tunwPFvyXMnsNnyeaFHmKubDSwZBBtBFEVvwxBrjKvthq
972,157,1869.87,8,bQOMAnwCwkhIpWMVJvuKUxVosNgRJDHqjWwtLMSgepmfACjxch
973,40,969.3,7,stpWHgERvEWXJlYUGzamxIiBFzcJfHMDFJiRsEI
974,62,1865.85,13,LHbeYWcMKSdCeKSwRvJvQzbtqdCjVtHRFtWKMbfQoXDYJ
975,184,427.87,14,JmFoYAywxAfQRGvupxPBDHJwwnyXUcjRkxQl
976,158,862.72,13,WGzYgwKnYLOpQQUorvvVXF
977,72,1825.68,9,BNUwdWyLUotMLgEMGIDTBOatkxQAuBpBdCVYS
978,141,1025.57,5,YFObHPhXSIyPnasWwPCbRIDtmQdLuSAnCd
979,7,1049.93,2,tNNdKgbdqhrsUBDpMSEtMtst
980,146,298.08,2,qzcLFZSSTImcqSRDgazmZk
981,197,1380.19,9,eEooVRdJHmkyNhkHMATeJrvOfqiRAcpdMs
982,200,1009.9,11,rbCYbETLqLCpGwuIpxbWhGDrYKVlmOiDQrUWlduYVQYtM
983,109,1190.25,8,IIMoOvYmqmoIwkkPOwsrmosiNDJbqKQdFJdkri
984,97,1411.57,3,pxGtrIyeNqMNgkYbxwwBL
985,170,1609.23,6,FwqOxyIXRWqsrOZQzCguSBfOx
986,138,693.97,11,RoohnlWXCJPMMcEMKCAxNB
987,118,1411.23,12,kgawctQlgmYeFMNsJzTriUhwovQlnwdzhwHbnyvFAVzRfDJ
988,13,1414.02,9,sJGfTkLqSTBBfSiCrelSlDzkkAosHBnCBRwMliqAqXvouZ
989,95,1122.94,15,HbYggkBSxLWtoGQFZHJTA
990,39,581.47,4,CCetAwailVYEoisSZBGRSiLs
991,108,712.37,6,jNhQERuaryjrodZJsZmTqoBNdNo
992,3,1830.56,14,dpaQDVLwyxNwFnMnJizdQ
993,90,506.41,2,NjwhSjHZiEELBjlTRKRGQLEvzexPzVO
994,190,318.28,12,xfkrrxTBYXpybrITKvqlp
995,192,1748.71,3,lRLNssSCHICixLBelWIYU
996,152,446.43,3,PAUcqrhlmFUGWAWcwBZXrpscdHvFPYIfmKtoQueFpXZAeJ
997,95,1714.69,3,eioCBrIztYUkGEsFfJdSQIYSyMShHyDvW
998,156,1029.5,8,piXqOBfHYgNqcfLcxBAoigyzsNHhYLqufkahxlAgNV
999,147,500.03,9,ZYkYzHyRlueyEZBIKWORCQXWCrRlOUWzJFVMq
1000,174,446.15,7,RbtjJkKklYoBnqWfscmkpizGTHnfesbXKSCTqvr
1001,136,106.27,11,KUNJnMjdLKvLkUGGJwRgykZwMAGJURBSlRKqiCNwjI
1002,167,652.42,15,ffXEbuWdpfnCNqvnPtxeujyIeIjKfjVMpeuWOwyDPHFHAmou
1003,59,656.5,12,fwgdVGYXfRUxlrFxijPWxcuVE
1004,58,721.12,2,BaRUZrRwqBBkfmPuUrLtXuBOZHDBJGZoMmF
1005,115,521.76,2,TMsYOvnybahxIgzqpflOdHqE
1006,104,564.29,12,YVeiFSazBKAZFuvcJOVsrpeIPPUoNNRRY
1007,60,1697.65,14,BavhcleGYikvHfdxxPuefmjZTuhFVSnFiUWOfBvMu
1008,200,1882.26,11,OGXAqYMAKjjcJXiGIesUS
1009,159,279.43,11,BEscWGGZSYCQxpBSXnxeBlZRLewdYDDMwvyQss
1010,19,570.97,8,xruNyRFUVVDQJkFAgxxSk
1011,69,1722.92,15,SxKzKYNmepNmsQDavcyIWml
1012,21,55.42,10,osRRQhQOsHznwVelbVZUipkHYGsqLHMLf
1013,145,1463.08,11,bFVYlnQVussOaxTnrVkVKUoErhtPbXiDeHwCokRMEIdguFu
1014,135,1480.99,6,XGeBfsvFUcYcAnPJNdTGgugUyMSsyRUtBAtcqezseWVf
1015,3,1218.04,8,vYqlyyOVixIoplbpVieWUkTsHTbqRLx
1016,20,370.97,3,FgVdsbIMhOewWINwhoVLdDhTNBXSLwKdguEwYMmLi
1017,35,364.91,3,tZefrmmvCctnzBjnznlr
1018,49,1082.54,14,pPWpxjEJmCAvtgMclakBnnzAYcvJiWiVlxnJNLIwtUXhmSJ
1019,64,1871.07,10,rrfDpviIyhGqPLMmjJFTHijktdtzvCBxOb
1020,55,973.12,6,bEzrvdwVGnXqyqnoSpoHCUBZUOoKrUvboaefmSpHlxVvaXIA
1021,187,906.93,10,sStcCmFWtOXPcDDnMPqLancriAJDKTMRJIuLIdVhIPYsF
1022,104,1732.33,3,ctNlkMaWBopkXRqvxkDpHUJ
1023,153,1926.68,10,OOhmgwiMbQqACqWyRJcIxjCd
1024,95,838.22,11,OZEZIzkjqdjyifpdjSoMxUfiQEwUrfYiuDS
1025,93,852.97,15,AFscXEvcnhrbatJTvqfeRq
1026,5,199.4,12,LGMYjmNmteHIGrjHDVkoNDZhusHKAvYcaVwqXjDTir
1027,78,1993.53,8,kqGUYhPBhRawnBfXdUxIXljcKU
1028,125,1730.0,10,JgbDPIcegQuwhAqTJzImPnWbjM
1029,96,1464.43,3,tmeKhSjKJfGdyNNWJnEYXGSrzWia
1030,52,767.06,5,IPegExfByRqsfzpiKHWOYpXgcVTEFrIdtrcRX
1031,124,729.16,11,tcjESxdNyQoUjzxiJEKEotXompBtnXXZBwXVPHcWkmGhOg
1032,76,1266.38,8,sbosdtPSCbGhBLNTWTQDEMJeksJppNSHr
1033,12,473.74,2,sZILOGUGuHxveTDAYRHnmIIvkvlEBCpROqMACgyTgCzpUEHqSW
1034,65,1265.37,13,PJmnliaQvyloQkwdvCTVvTVxzXHGQQpTdMSpSZkbSUhhxs
1035,73,373.06,9,dgcgPvmlGzTpLJxjdVmqhzVEdYFwsIChdLaTJkWQBhHeJiFDW
1036,80,799.13,14,FDEGebjsJwxyFFcvWakKzOejMnRUlXJMkPWVtVuH
1037,191,1358.97,5,CxhJlYUaqugXdUCqNKMwZUpSrmgzlPNMDVHcSb
1038,188,71.92,8,DuWRkDwAPmxYDGcteZGeYZGxGRUIbSryiEFLByfbSTCelmaS
1039,167,391.53,7,paaOHIKdNaqaGbbPoBcDYiLpgxIs
1040,167,1355.98,2,sajZUAPDRPkvBDLrOHzWXGCYYxZLM
1041,148,1567.7,5,gfDzZRwkoWmIUYXmfPAqRoJUROxLMUqIghOOkHIpYoMXIO
1042,49,396.76,9,BzmaiHDeFzTHSFjtMObKzlRfEZhRKQRyXi
1043,118,241.65,12,sJIfPvYujjMxEfBgFXRSZWNyIpTgaWjqMHNuH
1044,93,1133.51,1,gjgTgjOciLABXCbpzPYqPmiMdJFXUrZVcEyTK
1045,10,1670.17,1,TAQsktfEknDVaYilreHE
1046,48,1689.12,12,WqYQZpwFgKJFovoxpdKrhbreXaCTxZbwfCXKEIYZCGtYsbbKN
1047,29,491.3,2,cbujatyXPCYnIixtTgGntlfjIDknkyuztW
1048,152,1519.12,15,GfGWRacOtohMKZDBRctX
1049,3,770.73,12,ZXUUsbRyGWntTsdhSJWYSWKsrMPuJQFzwbfOHmUNwYjIlNog
1050,36,607.91,10,deqdCmUbKZSgwZaPyfAwpvaujgPGMlcHHJMqTs
1051,6,1778.98,3,bNZqFLbCkHmfwXAnvUELNAMOikLYdadfhGhzpIMovY
1052,13,104.68,7,ULsPEWpSCODvLgEWDUtDglIIGFqIFELWQzvpwcawpYpEdu
1053,63,1047.1,5,OlMlQhpfZjijqDBtqWAfDQrswRcgSkGDFAKMNWhx
1054,94,764.83,11,eSJeEouDduxvJFoTSoyyvAtVacWUVqwOlxiqTKhDMQTQ
1055,161,1987.7,14,TFyNvfleVapzRgHqvrodUQvYYETts
1056,70,1289.27,4,EdVfniwoVkWVDtBzCrQKuSEobDHCsqrJsmekbliPbuPRoyg
1057,130,1245.8,7,XJNjDDChBkqIKmaTVxOqaxOKPqVXBBdG
1058,86,659.88,14,KYoTZxOkBhRmFZeoJydalOBFAWJy
1059,80,1076.13,8,rgUrVhUMHwsukhfYRhjJL
1060,174,1395.31,5,ZVUAWjIpkxSaqryOwrCKpLBvBRZe
1061,129,569.62,5,AvPMlLStUSlPnbavsvdMKQNjY
1062,72,469.81,13,jqruRpGsSflolyPAtXlruKWMCNh
1063,28,938.87,8,zwddxmykoFTKchpKHIxHnR
1064,122,91.38,5,OrxIKrOjdIPncpywYnapknqHxzmvzoezBRuBwmOQrKoVtNBJqd
1065,90,1073.55,6,iZhSOgCeQOhWNoxfyAWXyfbMHPyQmgVFWDl
1066,101,54.33,3,CuYuVVelVAmMmUiAFCsukZhBjyTtf
1067,56,1152.58,4,LlueLaxtxeoboBCJJPjLVJem
1068,130,306.22,1,nCtandGUecHLymkXvZYBFBLP
1069,67,1724.83,7,FZayCxQdMaGGOHMogZXRVfVpG
1070,180,1563.99,11,zAUrXPNNCgmxwiwrpHXSgEtKRFtIfVZTA
1071,133,1072.96,12,SylYkoAHwHvpNxTqVBQqRqPkeRAZEfiCPJcxTQwCF
1072,88,868.63,15,NeNOYoxFgbwyUnSldtSahtXhfMFutoqg
1073,73,1145.03,2,zcsAPMqYIkxVEAuCHFgiWnRjfihbPQmcwTkCuGTj
1074,177,470.06,13,MNsLWCXcgBqZaugusJreWKuEVcfQyegfJnTBraj
1075,75,1596.58,10,TNdpimrCdpeaqaokJaqPsJTMTQnIWyumrhHC
1076,153,386.45,1,aPzRiOkUQHBvDRJkGlHPuPemhHrWWQeoELkZRoYKZxhTHhwXf
1077,177,913.98,12,NywLZGdTAYwBchswlmPnNAddRu
1078,4,1033.96,6,wJENVfkmWyocTDcBpzWCncIxpArmkzjXNXhDnmpNUYhzFZfzbs
1079,79,675.94,4,QAzaZqrMJxGZTXznfrdMruvocFjunwwMZ
1080,151,1150.93,5,pRxScsUhZVVcYAReaVkyX
1081,151,1360.67,11,vvrYVtQzwLVXAXrdQZDsnBJpbo
1082,122,401.81,4,PXCiIgMUTFsmYhwMSkcqqYqrKWLjYOSBVtBo
1083,33,831.45,10,rWZCBhwKorayzbVfiyUQ
1084,87,457.48,10,GKXbkFuqOegVPjggksbFozFjhgaFfsePKEwEzuRlRD
1085,104,1539.07,4,WEzcxNktQjZaXvqRXGJrgXCtgwKuV
1086,157,1883.52,8,CyeiJZMljCxkpHQZmMuYunBT
1087,157,1454.83,10,VXcoDMQljVoULBTNIBBwobzdyD
1088,189,827.4,14,ZPMjLoqleqoCCqBwfuSsmNpzXkWKGOBsXFrMsbm
1089,31,284.29,9,wTkRHoUWSqDEfnGjNLoJfgPCkKqDtFuGpKngFzjBWuoeNsYy
1090,56,586.4,15,NsvkvZgrSGZvVyxlDKkeLutvDOmPRSVGJdSvZFAhLleuCot
1091,58,1463.43,13,DvxFLnaLLXHIjARBqPzuXsBgWiP
1092,118,709.29,3,fzbVIQIamTSpKwRspiWYcFZhpzzBSgggzTU
1093,199,1497.51,4,WUzMyNcoCeyNqpiyHhSqwPkCcGlokOyrkEidcFbYToTIjJ
1094,102,1669.89,9,LjNOIUtupAqNGZkKTOmn
1095,166,38.56,4,ZnOWijduxpPcwhwnMIMbWYqvCxsjhiRLZmLxshfYSshTOj
1096,184,559.7,14,GXfvtawTxwMuyiWuVLTUBhFLExCkirxsLUBMylcOoJAtM
1097,77,1157.01,15,aqOpQItvHoEDrRZCumZfmsjHmsqi
1098,42,1630.55,6,GKqiptxxYxVUKSIjCqFbURcjmBUqnetBvLRshsMtzPZzzxRaq
1099,147,159.66,2,vvJWNORMpnbgFKmfNrrPwLbiwxUxLAKFdDDwY
1100,24,1935.3,11,gYAJomtZqubUrnfIeaIudVUfoNW
1101,44,1711.74,8,itLUAxhufDtliyZQWuOjDbGemz
1102,186,1577.46,9,glCJmRxjYUuYMwmxFWdbpfOoxumTRPNxVQwbnZZPJVJPG
1103,150,1737.41,14,aCYpdYSqJisZNLqupbvQxXRSFHbJJByKTlUNcS
1104,63,1835.15,8,eWjJTXcnogYprcZksfBaKiLDIoYUtFM
1105,97,1294.99,8,eNyRYQyRttBOWxZJvdMSIuvdtYskJjhLVYO
1106,114,1207.96,9,vVhwpzZndNSpaLkTxhTutPeplUcmQnoxKIaRocqcZwQEywRJw
1107,41,963.74,10,ZqftweWDBlUrDKvuYiThgDlLtBNERDDIVWIgjyk
1108,186,844.34,13,vSqHTayGqvdytqplMeNISsCxUyuwYvWs
1109,7,1248.6,9,KNuKUUViVfstkTySffyWmNzUHAE
1110,189,1149.58,7,gVcwgyVjmxfMMfaQnTJwbXwipuiyM
1111,164,837.45,7,KXNLJPHFMxQoBPzZfQmtAmgZSrdNjzNBMdThtBzMoRiRHOlLkV
1112,84,643.48,2,LpDvpCYCchfxeDDFwzmxxUkH
1113,120,1532.85,7,zYcNLLufOspKAJovAyMPvFdHcCXE
1114,52,1547.05,15,PyGfondnCXKyPjFxgNSGoqRcIhoNtKXdVuIgTNuZRWMbBXVNG
1115,73,1357.88,5,vARAGyjdQUiHPFKaiVclTQDY
1116,130,200.17,14,hAbXWPIDkaXJVTYNzIXUhUKvL
1117,17,1955.35,14,ZnDcAZGBQixdQfDinmHzj
1118,170,312.12,11,KPmHGIOxsvxYNfbxYgZcYGrKhUkOOAngiAUoEJzUiwc
1119,118,687.25,10,EyXEjSiKXWICfQFhtgoqbpWQXyALtyyUeMezXmxH
1120,112,273.68,2,ADHbABXcNVHcPJNSCQDBImxHxvfiqjdMJUFY
1121,107,1001.88,10,skSimmjYvJwumPyUIWgiV
1122,197,1973.41,13,CLBkmsjeeAUFytQiMSAqwvDOxyzshXUrxlIxGhgrEjao
1123,104,1893.0,4,aBquBpxByktaptiDgvhOzEBxwbZfzuIFZcUOwzzwnDjEsmsonZ
1124,91,579.65,7,OsDPjwQzHPRtGMfycjQGUmKuIIpaM
1125,137,1163.76,2,onDozwOooRPKKGoNrQEqkFNODLSOCdDzmrefe
1126,60,1518.2,6,lEJlgVIDmxLmMDcICgfjoUAQpbNJDvRaRTjONXgwaxDpGLxMpx
1127,172,1970.6,5,WtklAvZtBpstNGGdFZOnp
1128,106,1758.55,2,SkqaWQVMvxVBPEKAfQPsJMaCkRJ
1129,98,195.02,9,YEujfrNLUPlkMqhgrdMqXlUsETFfFffdVHidLnOEXUpcCdvSO
1130,6,1541.45,14,YvsumSzJrFQYgCHIwCiiskNPQo
1131,40,1981.75,2,ZRivkuOtTYRpaXsexVTCTmhCrgwgQNeho
1132,187,533.1,10,kOxzIsTpWEdMIzqrrNmAOVrWFOWujqIPWhyRpzWLoGYeb
1133,120,1673.28,2,JAbWrLyguTDeQKNVCqWbtsPZZagUEyYgVOtsUtcagnvS
1134,162,41.08,15,HnrlpCXOiHiQsNIyXaiVdw
1135,159,1418.87,2,DiDlZtEiUZROTsdvWxxidBkdla
1136,125,253.61,5,AEhqhFodDJqMyRJUPuStvrjGvDara
1137,34,798.58,5,XdpTnGhXlrWFLRXkhVLKsVzoHoA
1138,53,545.13,10,roFqURzcaPMuWuSKLIybrNrGAAwOOwFFlrmfzVbEuQbiwoVQMm
1139,128,36.64,9,YpxfalGgfbFyyoxtoOQZ
1140,27,1096.14,3,SpKvJlabWbPCySbqpDxPYuVpemEYQOfGpbPBgiYLqXa
1141,83,1071.15,11,uznaUMCJtlVYdnGRKGinwXhHwXxntSvFZIBxuwtphzens
1142,139,1821.79,15,ueWDnPraovCZJJbZEfelgFgipNpATtPoaRiAE
1143,79,334.63,2,cGhBpxudvQCKmFgaSKMXvMmXimjvbyladJEdWY
1144,129,1444.78,11,hTFGqyyLkkMboAyKOSEcwYmdJlMPqoupF
1145,1,1087.9,11,YlfAWGdnJFqTIVwFbRwVCCkfNenObkr
1146,109,1635.58,5,MXSASdvqMepZbkHluUXhAKYneueowC
1147,185,1843.49,5,OtUwhzBEZqdsgsUOaGduyytmuVOqyJRLYsPRUdoaiVuBWAEZ
1148,65,1484.9,12,ZkLKjfIOpjOUNFCVSrSfAOcgtjMwoOKLlW
1149,12,1146.42,10,nxaNCdAtmjRmfqsXrqgkmAfYvulYVGtwjzNTTtaBETL
1150,95,1469.34,11,hZHrDHUSRkWDyerpgIsM
1151,109,397.77,6,ukjOgnliyWYFtnokMLuaLghrGkkcc
1152,199,785.07,13,CPBhQwhoGWngeHTbBSySuAbCFQRd
1153,36,464.78,9,AbysXzhZAswHjEEBdZAVrPVYmoxGOotuHdAYuaHG
1154,177,222.65,7,vxzAgesKJBgUjiuVIenElnGAPdYqHXbXTlRQk
1155,190,982.62,13,QffoAOfyjJdstVksKzPpoYAWb
1156,147,759.31,12,kzXXZGlchRhwBjISSLIiSmreHthikMxc
1157,67,570.05,7,sunZpFEVABVfyVmdUpnAtGAA
1158,188,1028.29,10,nvGinbtJwkVJXINcXQKUxobyhqWYaBkpQbM
1159,86,1144.68,1,XgGgxbcrNcFMuBntojIBlwwDRFPGQkkT
1160,43,1103.87,5,HKWtOXWJsSwGVcnBNkkOtsMVNZvJtUMAvEfYNLQ
1161,4,542.94,13,rsXXAvhguHNYcoVjgTnSLRH
1162,110,1578.31,11,lcWbrEqbOFMPIqYNIbbsnubcsZ
1163,177,364.19,3,uCFzbWuzXEKWSgPoOBFVa
1164,200,1945.05,5,dGCqxeqFnRPbItQWnwaYsuaXKHCF
1165,126,634.78,12,PjmhrxpzWFnXyrDSIYweOHCVCasXLrJvxWnwt
1166,122,251.43,5,pYueWEYVOmRtFgOcjgePzvDtQcKukOJNqXb
1167,73,1584.57,3,TpQoObkYapXccSBEcYoCDewIZvPMyAhpuFFfdhEhIF
1168,1,809.6,10,fIQiRYVOXUJdACFjObJWNtRzOeiblmujJ
1169,130,617.17,2,gkPoEitsugzuuEMPNNRwLeFpcnaRLmUtQyxXpRAcqk
1170,11,957.12,4,uFRpxZyamCWZZXvUFpqXlfvDxWzhonauArTp
1171,145,1512.7,8,eezYuLxLQvHJtPwljjnRZc
1172,104,954.11,15,aYVUjYPCKdQIwSRgBIMJerQvqnSmaaiHVWDV
1173,175,115.24,14,tshQculZmTDvPHHdxVypiowmAaVXFjIMIB
1174,92,1292.56,12,aHgSJzQSJDVjJnFcwkRt
1175,132,391.88,15,ACPWmTskhcMJgRKUTSRF
1176,138,1664.52,6,ZhrHCGbRBTYyQHBfOgVu
1177,129,1816.35,13,GQKcQstVPHSLBgZDzeSRbcysJhHXDILmui
1178,35,88.37,10,dzvHMihgLDQLJonGlesFJBXfQQOlgtPwqRh
1179,124,638.86,1,zIMDIHnBujxTuSHehWhczLrgUuVkPdDKlscZntODXDRU
1180,68,60.08,6,GVmSqAkshIGIXhlQCGRGSkyuMrqSwepZJseMHEAfpxdKEpB
1181,118,365.51,2,TsRQBMinCmeZgjpCwNrBeW
1182,129,73.6,11,ciIWZonsMPqmvRdWeWBpDhGinGqShfJQ
1183,147,808.63,4,THGYlOGkGEMdZgjYPwtcMdZnGkUIeUANBPl
1184,19,1563.42,4,akWaGYKJlTptYrQJXXaEurER
1185,134,1656.61,12,KegkEwqxQxHQvUtznRCRwFuNxoEKAxbbGUiS
1186,141,1385.3,15,DYUEomrZSfuCDDnLtRZyvtavckCiHiMkJbmXXv
1187,87,1683.41,7,NkAwwzyysAyEVfppJTSkIREnQTisyLdDfzfu
1188,174,668.55,15,HIcqcmOyWrxOacKrczhCfIJyviGkEQmQgNKEfxjXBRLLhk
1189,146,1469.58,12,ZfrdDDToRoIRHGZOZeYKHweTSylCdDpBvhDfADfbyFZYFZ
1190,16,514.11,11,XhvunHKFvNQeFgYrVpKTD
1191,188,206.11,11,oBplMzprclfPNXltalYckQfG
1192,118,163.53,6,SJZPbmrvERpGGGHItFLeFMFDuMTzKCJxXqgyvdWUNmDT
1193,77,148.41,8,mCREvOpUAxCRpeBJqyZiWIqhu
1194,108,760.8,4,qSapUrZEYWQboLIrORtSoglKesEAS
1195,169,1134.94,12,QQKtCkevcLTXkYebFVdxhGNKhQDpViRFZsoQWijZOlBLzbTA
1196,117,1756.85,3,NIijgpmHbKxbdsMPQkexIAfYXVJDVbZZeBNJOZAXXHxpx
1197,181,1410.69,12,EXofDSlrfgaDdMqpflIDNFVGGblLDNk
1198,91,529.43,10,dWAsRfLZYVezIwGGkmUdAITGEsqQFrxHOvwPfluz
1199,31,1562.59,8,cDeDfINfNQofJWnikSQntq
1200,167,1917.35,4,klTPGrHdJVOZTUTaBtRzKuHITtelACFpGCBGQkVjrUvsi
1201,125,799.17,4,uyBepjORxHChGZdjDcQbaOOPHUg
1202,53,894.66,15,FkCVbIAvAXXaQVnWEnSuPhYQXNuAXqEVpkvQqibXoxjzw
1203,152,689.66,8,yMdgkaFvaQZffVJKcGLVDVGPbqiKIkWIBzOje
1204,58,929.57,6,aochNRbscCoEWnmoIkGxsj
1205,71,1903.38,4,XOobavtRvtbBPzuACEcxJPE
1206,105,1601.71,4,XdTMdSgsGsuWakYNCoVvQAGDVwgvQ
1207,136,1439.74,6,TgJNjsgVbMZBBXytmAHaokrrqGUep
1208,12,1202.72,6,uULZqVPIkUoxnFDbTYypv
1209,177,1137.33,6,XhGJwvhjEZtvzyzEGafXnyHgyqw
1210,89,664.62,15,ZwHqfYQVAHRPamPGwkpvtMDEUyaPwTfEJbONMzSGfSTwqt
1211,144,869.44,4,EJebEXtxJIpEGweXmrKkCBthDynndyb
1212,160,773.58,15,hnFJDvvEIgaeDPxCrxhFe
1213,32,934.8,1,uZglxUonlyOfbTwUcVqkLDc
1214,128,1962.87,5,QlFMkClWXguZVgjwRTtWM
1215,193,850.92,9,tJojquvAoFyUijoYldCtxItgyxBNXwhWffSPkWfQkh
1216,141,631.25,15,JJsPYVpMdmtURUCTjInetfBtOOvcWkxzEdQUZq
1217,33,1943.63,3,wTrKFuRlYNZWcrRWJCJqOOsFaIceEEmkXbZZF
1218,7,805.6,10,UDxfAvPhlJDePFympCJPvFDjRNGTmAxnAhqan
1219,51,43.38,6,qaQHQfRTmYWymRJeKcipaIGamrmDRFfpeySynQXKiL
1220,10,596.19,10,depPprPvsixgUIyxLEasRURcOASWSTBNrSPHvfdZVwRBcqwxqu
1221,66,571.42,3,mgCFESWGFKxWBRtQomdfepTNuncohWRjNdG
1222,46,30.28,11,HqQzmTUaeqbKwIZXoUtbjoOmQVCrQKtOjDuDTgXyOgVzWUW
1223,42,42.4,2,PqPOGpHnyMNxEidqmtUgtiBmBqeAZJDKTFghTfaYXCbEWiwk
1224,113,1426.21,6,GKhScpPubwsZQrzMUYJszsTvlQwmBCWxnEKTxqJcCJvWxyu
1225,24,1009.99,6,ZKSzCiiPQPolpqbuSFEoOZUVsbtDdpDWeJ
1226,44,466.17,8,UnSCfxHYTgCzGJENJzHGacrmhTalEOCQGDKRtGBIeinYMvzV
1227,158,1069.76,8,jkuwIezmjDvsCVKZesPsdoTYcjaUCSbNuZjgF
1228,114,914.0,10,LlqsEBwXKDYuKIjxfIWEYuHUMlhErHyBLNdnofd
1229,147,1062.08,5,ORJdTVGTjUabCfScChZjsPBSboghMNJWUBHpzOnQ
1230,172,419.21,5,JgvkToYDoFPfRXCvHmNBHeyfe
1231,105,1656.75,15,GvDQWawaKhwyKguYZvNgnhhDULLJqlISoQjBSyVTA
1232,149,1314.69,8,OsBVXxBXlOJyOLIAZnUuOSoyfjyp
1233,95,1805.06,14,iHxMyaUCexVedRqHIPnAiqThWDNDqThV
1234,96,1246.79,13,ldRbPxvcTXJAJcFTqJwPHYr
1235,29,458.9,12,NLvbaDZIXDropyBXEfoDnwIYTAnuDxbjLAK
1236,158,1961.16,9,QqaYApEAlMbVbKyVPnUrzTGAdJlul
1237,63,778.44,4,aPBmjnluPSwJcKDjfdJyfOcbdHtQCMBLGPcTmbAUuXnW
1238,1,1568.25,9,LtbiQlpqmEsGvKafpdpvOSCvwbWtKPvtMakmG
1239,48,1875.57,8,GkABUaVSsgjiqnIUUkdNlXOupUppbmVmXagns
1240,186,1005.38,12,nidvAhEoKSYQcRqWfBQvEhwGvcXlheTH
1241,200,1576.1,11,MUAnvBzOpymjOKrZGffdSfftfd
1242,49,1725.06,6,MArLKuUfzRvghYfRUyBiWFekjASYeveHAmpbihvrdbUjlwNqdL
1243,195,1786.75,9,MUzDCGNfLHnEosRnSatkbTNqcoxbQZKOjSOHePS
1244,69,1482.49,13,OxZMyXNTkrNWEPfvbzJolnXdegyUJwsBd
1245,199,695.55,8,NjTUdVloxzPwNGHzursrihxdLIpQBlsWnDgzWYQIQQDZn
1246,97,1461.36,11,LwvPAICvBxIoJoFsUubMzNVrXeusyflXAgauIWcRxoaT
1247,7,1558.03,5,YCxOLqUBnMcLoxPqoIOeeRWJxBQm
1248,162,394.69,2,AHDNdRWwyBAZhLfJgUtewhLIFNjvk
1249,189,389.8,4,hZCFlwbRskwRbsqWWtLSvQEBncJlLJtNiXPmuOtALdXD
1250,37,1800.21,9,znOaIotYZtdCggTZaepXbRayLTiTDPwnguOOMcooKBdsLE
1251,44,1795.89,3,mkNALCOAlhpEScIFdxLHFstfbXndWrSPirPXeiytzUoMG
1252,166,1892.1,7,cFJIctTXiHvpxJCDKPWC
1253,31,1474.15,1,mYilKGcHWRLlVJoAQmnQxSibajOjUVPTIUdyrHTh
1254,17,338.55,15,jIBnOtStIbLnSIcHHpASNwA
1255,93,944.71,9,AqBqWMtFZwOLNGEZcZbnjyiKU
1256,5,1768.66,1,NDeWDXgiUIHnJsnnKMWoaBCrxrIFJ
1257,89,1870.25,9,XsPRrkPpUBELqSNqXtIdIwCzq
1258,88,178.15,2,naMWHIWxiwCapuKwsxjkIgvNOzLMnwv
1259,106,1177.28,2,zjPumnrdbFpJPMpwwUbFpvKSZrWsruTrO
1260,193,1993.24,6,ONHzICltCOiOcrBkrlPjreiGiQdMFSIrzCCU
1261,148,1992.63,8,SklZVlDIJOJhVhQANwWgYxi
1262,86,1296.64,7,aMvZaquCszbVPouJBULhuKJN
1263,44,233.82,5,iGUnxPYzIGvkDSnvURGmz
1264,22,1148.37,11,TWLUFbxFQnVcaEWZbbXfCuXtSvXnVXZtlQfJJpIlYMnR
1265,190,1479.07,10,BpbpNASnvMCyHspuAkHFQNreWIRJkoQpmSCMTzUrogHOjuHC
1266,184,671.54,1,KJmbhPTYfQURtivGcGoVTaEqcdsgY
1267,195,1234.02,15,lWyIGCSVlOAFZUXNOLvficLHYUvhNCyLEMQJeVeZosdYqieD
1268,170,1307.72,1,aISOvbsrmYokvJGAMMyy
